V160001,dislikeReps,demhatesreps,rephatesdems
404998,"the top 20percent, wars",0,0
404999,no backbone to Democrats,0,1
405002,,0,1
405007,Uncooperative,0,0
405009,,0,0
405012,,0,0
405013,Swing to the right...heavily conservative,0,0
405014,THEY DON'T STICK TOGETHER.,0,1
405016,Not enough compassion and empathy,0,1
405027,,0,1
405029,fixated on guns and abortion,0,0
405031,Mostly same as Democrats,0,1
405032,getting involved with the big government,0,0
405035,,0,0
405039,,0,0
405042,Mostly career Politicians,0,1
405049,unfavorable towards the people,0,0
405053,the expectation to conform,0,1
405055,favor on religion,0,0
405061,,0,1
405066,Establishment politicians; efforts to derail Trump,0,1
405070,politisions,0,1
405073,Lack of sincerity.,0,0
405082,,0,1
405084,,0,1
405088,"Not inclusive, not moderate, does not compromise",0,0
405093,dont seem unified,0,0
405095,,0,1
405097,,0,0
405100,scattered,0,1
405106,,0,1
405116,Activity in congress,0,1
405131,,0,0
405135,,0,1
405136,Can't see eye to eye,0,0
405138,won't always support Republican ideals,0,1
405142,they stand by the const,0,1
405144,Candidate selection,0,1
405152,weak on his Countries Security,0,0
405159,Make promises and do not keep them,0,1
405163,,0,0
405164,Won't stand up for beliefs.,0,1
405168,too much military,0,1
405177,,0,0
405179,,0,1
405181,,0,1
405183,"How divided the party is, the partisan roots against non-rep",0,1
405184,pro rich people,0,0
405189,,0,0
405192,,0,0
405197,,0,0
405199,FAVORECEN A LOS RICOOS,0,0
405200,Trump can be a little on the rough side,0,1
405208,,0,1
405209,tax,0,1
405213,"most, not all, not for the best interests of the people",0,1
405216,"anti-abortion, anti-gay sentiment",0,1
405219,,0,0
405223,,0,0
405225,trump,0,1
405250,,0,1
405259,Spineless,0,1
405271,,0,0
405281,No compromise,0,1
405284,,0,1
405287,Some of the conservative views like birth control,0,0
405289,,0,0
405290,,0,1
405294,Bad politians,0,0
405298,,0,0
405305,dominate idaho,0,0
405312,Certain members are still very individually self serving,0,1
405316,Anti-Union,0,1
405318,anti-immigration stance,0,0
405320,,0,0
405323,,0,1
405328,Both parties do not want to cooperate to better this country,0,1
405330,tired of the good old boy network,0,1
405332,I don't agree with everything,0,1
405339,Have been weak on border security; leans to big gov't,0,1
405340,refusal to work cooperatively with democrats,0,0
405342,,0,1
405352,,0,1
405363,,0,0
405367,"Weakness, Won't fight, Capitulates",0,1
405375,,0,0
405381,Feel like the party is still money hungry,0,1
405388,,0,1
405390,THEY ARE FOR HELPING THE RICH PEOPLE AND THATS IT,0,0
405394,Working together,0,0
405399,,0,1
405404,,0,0
405415,,0,0
405416,Sometimes they let the democratic party push them over.,0,1
405419,They need to get their act together,0,1
405422,,0,0
405423,,0,1
405429,,0,1
405432,inability to stick to core principles,0,1
405434,Weak indecisive and are not on the same page with each other,0,1
405440,,0,0
405451,catering to evangelicals in exchange for votes,0,1
405459,most politians on both sides are self serving sneaks / liars,0,1
405460,sometimes too conservative,0,1
405461,,0,1
405465,,0,1
405466,,0,1
405471,,0,1
405474,Need to get their act together. First Sara plain and now ttr,0,1
405483,,0,0
405484,To many RINO's,0,1
405497,,0,1
405500,,0,0
405508,,0,1
405523,,0,0
405525,PRO LIFE,0,0
405527,,0,0
405530,womens health,0,1
405531,,0,0
405535,,0,1
405541,,0,1
405544,Not much better than  socialist.,0,1
405554,,0,0
405556,lack of social justice and reform,0,1
405557,,0,1
405558,,0,0
405569,not balancing business with people; drive toward plutocracy,0,1
405570,Not getting things accomplished,0,1
405576,not helping women and people of color,0,0
405578,,0,0
405579,,0,1
405581,,0,0
405585,Seems to keep moving left on some issues,0,1
405588,They are statists,0,1
405589,,0,0
405596,,0,0
405598,,0,0
405602,,0,0
405606,,0,1
405607,,0,1
405610,cowardly reluctance to up against democrat excesses,0,1
405611,,0,0
405614,,0,1
405631,right now they are too split,0,1
405645,People claiming to be republicans who actually aren't.,0,1
405646,,0,1
405651,they are leaning more toward the center,0,1
405654,A little too in favor of the rich,0,1
405655,SELF CENTERED GREEDY,0,1
405656,,0,0
405661,,0,0
405664,,0,0
405665,,0,0
405674,The battle with the democrats,0,0
405676,,0,1
405679,Uncouprative Repulicans Backing theTrump,0,0
405681,,0,1
405688,,0,0
405691,Pandering,0,1
405692,moving away from conservative values,0,1
405701,to many permanent elected officals,0,0
405703,,0,0
405706,MANY LIES,0,1
405708,,0,1
405725,Very little backbone shown in the past 8 years.,0,1
405728,,0,1
405732,,0,1
405746,Lack of open-mindedness,0,0
405748,,0,0
405760,,0,0
405763,"limited/hateful thinking, broken, supports richest first",0,0
405766,,0,1
405769,,0,1
405778,,0,1
405780,,0,0
405781,,0,0
405785,Stubborn,0,1
405788,gridlock,0,1
405791,"sometimes don't stay focused on right things, compromise",0,1
405792,,0,0
405793,,0,0
405801,lack of interest to pay down debt,0,1
405811,,0,0
405813,,0,0
405824,Again too narrow minded to accept some things that make sens,0,0
405829,Not standing up to poor decisions,0,1
405832,not taking a stand for constituents,0,1
405833,,0,0
405840,TRUMP'S SELECTION,0,0
405847,,0,0
405852,"inaction to fight Obama, too big government",0,1
405864,,0,0
405872,,0,1
405875,"Liars, Only out for Huge Businesses",0,0
405881,,0,0
405886,LACK OF INTEGRITY,0,0
405887,ineffective in congress,0,0
405891,Views on Climate Change,0,1
405895,Lack of backbone,0,1
405902,,0,0
405904,,0,0
405905,,0,1
405917,Conservative views of women's rights,0,0
405922,,0,1
405923,,0,1
405931,Thery should have had a better person to represent them.,0,0
405933,,0,0
405935,"No backbone, not all that concerned about the citizens",0,1
405937,not willing to work with the other party,0,1
405941,Sell outs,0,1
405952,Uncooperative,0,1
405960,Extravagant,0,0
405961,,0,0
405967,,0,0
405971,failure to take advantage of their political position,0,1
405972,oppose their social values,0,0
405980,Not fufulling the values we voted them in for.,0,1
405982,cater to the rich,0,1
405994,,0,0
406002,They did not stand up to Obama,0,1
406017,,0,1
406018,,0,0
406023,,0,1
406041,,0,0
406042,Don't know what to say!,0,0
406058,,0,1
406066,,0,0
406073,Some of the party are starting to be more progressive in thi,0,1
406076,,0,0
406080,,0,0
406081,They are not sticking together,0,1
406084,Not enough focus on social justice,0,1
406094,Weakness in pushing agenda and beholden to corporations,0,1
406096,,0,0
406098,Honesty,0,1
406101,,0,0
406104,Not willing to compromise,0,0
406110,lack of loyalty,0,1
406112,not supporting Trump,0,0
406114,the infighting,0,1
406118,"very much in support for big business, against middle class",0,0
406123,,0,0
406127,They have no solutions for the common people.,0,0
406131,,0,0
406134,,0,0
406135,,0,0
406137,The House lacks moderates.  Obstructionist attitude.,0,0
406138,they don't all stand behind the candidate for pres,0,1
406146,,0,0
406147,Too Political,0,0
406148,Trump,0,0
406153,Favors wealthy too much,0,0
406154,,0,0
406156,,0,0
406159,,0,0
406160,,0,0
406164,,0,1
406167,"Lacks compromise,based too much on religion, restrictive",0,1
406170,not with theuaw,0,0
406174,Many of them do not have a backbone,0,1
406176,Lack of Leadership,0,0
406181,,0,0
406186,,0,1
406194,,0,0
406202,,0,0
406203,,0,1
406206,Too partisan!!! Gridlock/Uncooperative with the POTUS,0,0
406212,,0,1
406218,Nobody's perfect,0,1
406221,lack of specific plans: 'sound bites with no substance',0,1
406225,,0,0
406226,lies,0,0
406227,politcal right,0,1
406234,,0,1
406235,Sometimes excluding,0,1
406238,,0,1
406239,,0,0
406240,lack cohesion,0,1
406247,Las mentiras,0,0
406249,economy,0,1
406252,,0,0
406253,,0,1
406257,,0,0
406259,Blockading the Supreme Court nomination,0,1
406260,,0,0
406264,,0,0
406265,not together,0,0
406271,They had chance to win this election and pretty much blew it,0,1
406275,,0,0
406288,fighting,0,1
406294,,0,0
406301,,0,0
406302,,0,0
406305,,0,1
406315,Outlaw imagrants and take down obamacare,0,0
406318,too much control with canadiates,0,1
406324,,0,0
406329,Do not perform their job properly or effectively,0,1
406335,,0,0
406336,"involvement of religon, drug war",0,1
406337,,0,1
406339,Looking out for the rich,0,0
406346,unethical behavior,0,0
406347,,0,0
406351,No difference between either party,0,0
406354,often narrowminded,0,1
406358,,0,0
406369,,0,1
406371,,0,1
406374,,0,1
406375,,0,0
406376,clintons,0,1
406381,Tea Party,0,0
406382,,0,0
406386,,0,0
406387,The tax policy and limited support for middle class,0,0
406389,,0,0
406393,both parties are the same in my book,0,0
406396,,0,0
406404,extreme partisan behaviour,0,1
406405,no backbone,0,1
406409,,0,1
406420,Lack of cooperation across the aisle,0,1
406421,they can't make a decision,0,1
406425,,0,1
406433,borrow and spend,0,1
406436,Greed,0,1
406437,,0,0
406454,They have been overtaken by extreme religious people,0,0
406457,Their presdiential nominee,0,0
406458,,0,1
406459,Wants more govt contracting; less govt.,0,0
406465,,0,0
406466,Lack of will to do the right things for the country,0,0
406468,how they don't work with dem. president,0,0
406469,,0,0
406479,,0,1
406480,LIBERAL,0,0
406484,,0,0
406495,,0,1
406502,Strong defense,0,1
406508,,0,0
406511,I don't completely trust them either...,0,0
406528,,0,1
406530,,0,0
406531,,0,0
406538,elitist insider groups,0,1
406544,,0,1
406547,,0,0
406552,The candidate they all endorsed! WTF!!!!!,0,1
406559,Their weakness,0,1
406563,,0,0
406570,,0,0
406576,,0,1
406585,,0,1
406587,,0,1
406592,Closed mindness on some things (marriage/pro choi,0,1
406594,,0,0
406596,Their candidate for president,0,1
406600,,0,0
406601,those who don't support the nominee,0,0
406608,Their stance on abortion and gay marriage.,0,1
406609,,0,0
406610,,0,1
406616,Compromising core principles,0,1
406617,,0,1
406621,Women's rights,0,1
406635,,0,1
406636,,0,1
406637,,0,0
406638,,0,0
406642,Resistance to Change,0,0
406643,,0,0
406645,,0,0
406646,Some social issues and in the back pocket of big oil.,0,1
406652,,0,1
406653,leadership,0,0
406657,Unwilling to compromise to get things done.,0,1
406658,Apologizes to much,0,1
406660,,0,0
406661,Against LGBTQ rights,0,0
406664,,0,0
406680,,0,1
406698,,0,0
406699,poor work,0,1
406704,slowing growth of gov.t,0,0
406705,Views on Abortion and Gay rights,0,1
406711,senate/house leaders weak,0,1
406715,Feels like the Republican Party is not very strong.,0,1
406716,foreign policy,0,0
406723,,0,1
406729,,0,0
406732,I want best person for job. It shouldn't be one or other,0,1
406734,,0,0
406741,,0,0
406746,,0,1
406747,,0,0
406749,,0,1
406756,Too much bickering between theme selves and demorcrats,0,1
406758,politics as usual,0,1
406759,too soft...they need to get their asses out the clouds,0,1
406763,,0,1
406764,,0,0
406765,"Does not care for middle class, low income, minorities, wome",0,0
406768,looks like they could produce a better selection for preside,0,1
406771,,0,0
406776,,0,0
406784,,0,1
406786,mostly for big business,0,0
406804,,0,0
406806,Wishy washy on conservative issues,0,1
406811,"Anti abortion, ultra conservatives can be too intense",0,0
406812,,0,0
406814,Failing to unite behind Donald Trump,0,1
406816,,0,0
406818,"not stubborn enough, naivete",0,1
406823,"Tax breaks for wealthy,not middle class.",0,1
406826,,0,0
406829,,0,0
406830,,0,1
406837,will not stand up for their principles,0,1
406841,"not strong Congressional leaders, need better outreach",0,1
406843,,0,1
406845,,0,0
406848,they back down to dems,0,1
406852,Religious nutjobs,0,1
406866,,0,0
406867,,0,0
406868,,0,0
406877,tend to be too conservative in this generation-opposing gay,0,0
406882,,0,1
406887,EVERYTHING,0,0
406894,,0,1
406905,not 100% behind nominee,0,1
406906,Economics,0,0
406908,,0,0
406910,That Donald Trump is the nominee,0,1
406914,Not doing their job in Congress.,0,1
406926,,0,1
406929,they think in increasing their wealth,0,0
406934,,0,0
406936,,0,0
406945,,0,0
406947,"Obstructionist, Conservatism, liars thieves & scoundrels",0,0
406949,,0,1
406955,Foreign policy is too harsh,0,1
406956,Lack of leadership,0,0
406959,amount of influence religion has in decisions,0,0
406961,,0,0
406966,,0,0
406967,lack of unity on important issues,0,1
406968,,0,0
406970,,0,1
406973,We need term limits.,0,1
406985,Lack of understanding for the little guy or gal,0,0
406986,,0,0
406989,,0,1
406993,They are not acting in our best interests,0,1
406997,Dint trust them,0,0
406998,The way they behave during this last campaign,0,1
407000,Defiende su pis,0,0
407003,They're Republicans,0,0
407010,,0,0
407013,Non equality for lgbt,0,1
407019,,0,1
407021,,0,0
407037,Pro life,0,1
407041,,0,0
407044,,0,0
407071,,0,1
407076,,0,1
407085,In ability to get things done.,0,1
407086,,0,1
407090,anti working man,0,0
407101,,0,0
407104,,0,0
407105,Lack of focus on environment.,0,1
407106,,0,0
407109,,0,1
407114,,0,0
407116,,0,0
407119,DONT WORK WELL WITH DEMOCRATS,0,0
407122,,0,1
407123,,0,1
407124,,0,1
407125,,0,0
407133,,0,0
407138,They work for the party and not America,0,1
407143,disbelief of global warming,0,1
407154,,0,1
407163,,0,1
407164,,0,1
407169,,0,1
407184,,0,0
407187,Can't seem to accomplish what they set out to do.,0,1
407188,Cant make decisions,0,0
407191,homophobia and other narrow-mindedness,0,0
407192,,0,1
407195,Everything about Trump.  The party is no longer credible.,0,0
407201,,0,0
407203,,0,1
407204,Handling medical program,0,0
407205,the good old boy politics,0,0
407210,,0,0
407211,,0,1
407213,,0,1
407215,,0,1
407216,,0,0
407222,Donald Trump,0,0
407223,flip flop policies,0,1
407229,,0,0
407231,,0,1
407233,,0,0
407236,,0,1
407238,We could be electing our first dictator,0,0
407240,Lack of support for Trump/Pence,0,1
407242,Lobbyiest and the power large businesses have over politians,0,1
407243,lack of decision making,0,0
407245,,0,0
407246,,0,0
407262,,0,1
407263,,0,0
407269,,0,1
407270,,0,0
407272,,0,1
407275,"Not getting the job done, not forceful enough",0,1
407290,that we are so divded,0,0
407298,,0,1
407305,,0,0
407319,don't fight for their values,0,1
407321,,0,1
407340,,0,0
407342,,0,0
407353,,0,1
407355,,0,1
407366,,0,0
407373,,0,1
407378,"Stubborn in their ways, Corporate Welfare and croynism",0,0
407380,,0,0
407381,,0,0
407392,Same as democrats.  Their keynesian philosphy,0,1
407393,They care more about themselves,0,0
407396,,0,1
407399,Religious or anti gay attitudes,0,0
407402,need to help more with our drug addiction funding,0,0
407407,,0,1
407409,,0,1
407412,,0,0
407414,sometimes too rigid to minorities,0,1
407428,THEIR RACISIM,0,0
407430,republican senators and congressmen not supporting Trump,0,1
407433,Unity,0,0
407434,,0,1
407436,they follow and dont take charge,0,1
407442,No backbone,0,1
407447,,0,0
407449,fragmented beliefs all over the board,0,1
407450,fend for the rich,0,0
407451,,0,0
407456,,0,1
407460,"Separation of Church and State, Pro-Life",0,0
407468,,0,0
407479,Some don't support Trump,0,1
407492,Compromises to much.,0,1
407496,,0,1
407502,,0,0
407503,Don't believe in gay rights,0,1
407505,Support for Trump in the first place. They chose popularity,0,0
407506,,0,1
407521,,0,1
407522,,0,0
407527,,0,0
407528,,0,0
407529,,0,1
407533,TOO MUCH POLITICS,0,1
407534,,0,0
407539,The party system as a whole,0,1
407549,,0,1
407550,,0,1
407554,,0,1
407558,,0,0
407561,no comment,0,0
407562,The Rinos,0,1
407565,practically same as democrats,0,1
407566,,0,1
407568,,0,1
407576,they are not as conservitive as they once were,0,1
407580,Go with the flow instead of making good decisions,0,1
407581,,0,0
407586,,0,1
407594,disallusioned,0,1
407597,,0,1
407600,Republicans that haven't supported Trump.    Unity,0,1
407609,"Better, but less choices for presidential candidates",0,1
407610,,0,1
407615,,0,0
407617,,0,1
407624,Donald Trump,0,1
407625,,0,0
407636,,0,0
407640,,0,0
407642,,0,0
407643,,0,0
407645,Won't stand up to democrats.  won't fight for their beliefs,0,1
407647,They don't always do what they campaign they're going to do!,0,1
